Re,Rx2,Ry2,Rz2
3.0,4.0,1.0,4
4.358898943540674,9,1,9
4.58257569495584,16,4.0,1
4.58257569495584,16,4.0,1
4.58257569495584,1,4.0,16
4.358898943540674,1,9.0,9.0
3.605551275463989,0,4.0,9
3.605551275463989,4.0,0,9
4.123105625617661,16.0,0,1
5.196152422706632,9.0,9,9
6.4031242374328485,16,16.0,9
4.358898943540674,9,1,9.0
3.3166247903554,1,9,1
5.744562646538029,4,4,25
9.0,16.0,16,49
1.7320508075688772,1,1.0,1
8.06225774829855,1,0,64.0
5.0,9,16.0,0.0
5.385164807134504,9,16.0,4
5.916079783099616,1,9,25
3.3166247903554,1.0,9,1
1.0,0,0,1
2.23606797749979,4.0,1,0
3.0,4,4,1
4.123105625617661,9.0,4,4
4.123105625617661,4.0,9,4.0
2.23606797749979,4.0,1,0
6.4031242374328485,1,36.0,4.0
3.0,4,1,4.0
5.744562646538029,1,16,16
1.0,0,1.0,0
6.4031242374328485,9.0,16.0,16
3.3166247903554,1.0,1.0,9
2.23606797749979,0,1,4
5.0,16.0,0,9
4.58257569495584,16.0,4.0,1.0
