Re,Rx2,Ry2,Rz2
5.385164807134504,25.0,4.0,0
4.58257569495584,4.0,16.0,1
6.0,0.0,36.0,0
4.242640687119285,16.0,1.0,1
8.306623862918075,4.0,49.0,16
7.14142842854285,1.0,49.0,1
2.23606797749979,0.0,1.0,4
1.0,1.0,0.0,0
6.4031242374328485,36.0,4.0,1
5.0,9.0,16.0,0
2.23606797749979,1.0,0.0,4
4.58257569495584,4.0,16.0,1
1.0,0.0,1.0,0
7.14142842854285,25.0,25.0,1
4.358898943540674,9.0,9.0,1
4.123105625617661,4.0,4.0,9
7.280109889280518,4.0,49.0,0
5.0,25.0,0.0,0
4.123105625617661,4.0,4.0,9
1.7320508075688772,1.0,1.0,1
3.605551275463989,0.0,9.0,4
2.23606797749979,1.0,4.0,0
4.358898943540674,9.0,1.0,9
3.3166247903554,9.0,1.0,1
6.708203932499369,25.0,16.0,4
2.23606797749979,0.0,1.0,4
1.0,0.0,0.0,1
2.23606797749979,1.0,0.0,4
1.0,0.0,0.0,1
3.7416573867739413,1.0,4.0,9
6.4031242374328485,4.0,36.0,1
2.23606797749979,1.0,0.0,4
5.385164807134504,4.0,25.0,0
5.385164807134504,4.0,16.0,9
3.605551275463989,0.0,4.0,9
2.23606797749979,4.0,0.0,1
