Re,Rx2,Ry2,Rz2
5.744562646538029,16.0,1.0,16
1.7320508075688772,1.0,1.0,1
2.23606797749979,1.0,4.0,0
7.14142842854285,1.0,1.0,49
6.557438524302,9.0,25.0,9
5.196152422706632,1.0,25.0,1
9.433981132056603,9.0,16.0,64
8.06225774829855,1.0,0.0,64
7.54983443527075,4.0,49.0,4
3.0,4.0,1.0,4
3.3166247903554,1.0,1.0,9
7.54983443527075,49.0,4.0,4
7.810249675906654,36.0,9.0,16
5.385164807134504,16.0,9.0,4
3.605551275463989,4.0,0.0,9
5.196152422706632,1.0,25.0,1
3.3166247903554,1.0,1.0,9
3.0,4.0,1.0,4
7.0,9.0,36.0,4
6.4031242374328485,9.0,16.0,16
7.0,0.0,0.0,49
3.3166247903554,1.0,1.0,9
4.123105625617661,9.0,4.0,4
3.605551275463989,0.0,9.0,4
8.54400374531753,64.0,9.0,0
3.0,0.0,9.0,0
3.3166247903554,1.0,9.0,1
8.774964387392123,9.0,4.0,64
5.0,9.0,0.0,16
4.358898943540674,1.0,9.0,9
5.385164807134504,4.0,9.0,16
7.54983443527075,4.0,4.0,49
5.744562646538029,4.0,4.0,25
4.123105625617661,4.0,4.0,9
7.280109889280518,16.0,1.0,36
5.385164807134504,4.0,9.0,16
