Re,Rx2,Ry2,Rz2
1.7320508075688772,1,1,1
4.123105625617661,4,9.0,4
5.385164807134504,0,4.0,25.0
5.744562646538029,1.0,16.0,16
3.0,4,4,1
5.385164807134504,16.0,4,9
3.0,0,9.0,0
5.916079783099616,9.0,1.0,25
5.0,16,9.0,0
4.58257569495584,16.0,4,1
5.916079783099616,25.0,1.0,9
4.58257569495584,1,4.0,16.0
1.7320508075688772,1.0,1,1
2.23606797749979,0,4,1
2.23606797749979,0,4,1
5.385164807134504,16,4.0,9
6.708203932499369,4,25.0,16
3.3166247903554,1,1.0,9
7.681145747868608,1.0,49.0,9
1.7320508075688772,1,1,1
4.358898943540674,9.0,9.0,1
6.4031242374328485,9,16.0,16
5.0,0.0,16.0,9
3.0,1,4,4
3.605551275463989,4.0,0,9
4.123105625617661,1.0,0,16.0
3.0,1.0,4,4
2.23606797749979,1,4,0
4.123105625617661,16.0,0,1
4.123105625617661,4,4,9
4.123105625617661,9,4.0,4
2.23606797749979,1,0.0,4
2.23606797749979,4,1,0
3.0,1,4.0,4.0
4.123105625617661,0,16.0,1
3.605551275463989,9.0,0,4
