Re,Rx2,Ry2,Rz2
3.0,1.0,4.0,4
4.123105625617661,9.0,4.0,4
3.3166247903554,1.0,9.0,1
5.744562646538029,4.0,4.0,25
4.123105625617661,9.0,4.0,4
3.0,0.0,0.0,9
1.4142135623730951,0.0,1.0,1
2.0,0.0,0.0,4
2.8284271247461903,4.0,4.0,0
4.123105625617661,16.0,1.0,0
4.123105625617661,9.0,4.0,4
3.0,4.0,4.0,1
2.23606797749979,4.0,1.0,0
4.58257569495584,16.0,4.0,1
2.23606797749979,4.0,0.0,1
3.3166247903554,1.0,1.0,9
3.3166247903554,1.0,9.0,1
5.0990195135927845,25.0,0.0,1
5.0,9.0,0.0,16
4.58257569495584,4.0,1.0,16
3.7416573867739413,9.0,4.0,1
4.58257569495584,1.0,16.0,4
3.0,0.0,9.0,0
2.23606797749979,0.0,4.0,1
3.3166247903554,1.0,9.0,1
1.7320508075688772,1.0,1.0,1
3.605551275463989,0.0,4.0,9
7.810249675906654,9.0,36.0,16
5.385164807134504,4.0,0.0,25
2.23606797749979,4.0,1.0,0
4.47213595499958,16.0,0.0,4
3.0,1.0,4.0,4
6.4031242374328485,16.0,0.0,25
3.4641016151377544,4.0,4.0,4
2.23606797749979,1.0,4.0,0
6.708203932499369,16.0,4.0,25
