Re,Rx2,Ry2,Rz2
3.3166247903554,1.0,9.0,1
1.0,1.0,0.0,0
2.23606797749979,0.0,4.0,1
3.0,0.0,9.0,0
2.23606797749979,1.0,0.0,4
2.23606797749979,1.0,0.0,4
1.7320508075688772,1.0,1.0,1
1.7320508075688772,1.0,1.0,1
2.23606797749979,1.0,4.0,0
3.0,4.0,4.0,1
1.0,0.0,1.0,0
2.23606797749979,1.0,4.0,0
3.0,4.0,1.0,4
8.06225774829855,64.0,1.0,0
2.23606797749979,0.0,4.0,1
2.23606797749979,1.0,0.0,4
3.0,4.0,1.0,4
1.0,1.0,0.0,0
1.0,1.0,0.0,0
1.0,0.0,0.0,1
2.23606797749979,1.0,4.0,0
2.23606797749979,4.0,0.0,1
2.23606797749979,0.0,4.0,1
1.7320508075688772,1.0,1.0,1
3.0,0.0,9.0,0
1.0,0.0,0.0,1
8.06225774829855,1.0,64.0,0
2.23606797749979,1.0,4.0,0
2.23606797749979,4.0,0.0,1
2.23606797749979,0.0,4.0,1
5.0,25.0,0.0,0
1.0,1.0,0.0,0
1.7320508075688772,1.0,1.0,1
3.0,1.0,4.0,4
1.7320508075688772,1.0,1.0,1
2.23606797749979,0.0,4.0,1
